name,age,sex,major,gpa,hobbies,country,id,province,level
Jacob Miller,18,Male,Social Work,3.1,"['reading', 'dodgeball']",USA,id_250,Florida,Senior
Kerri Anderson,24,Female,Business Administration,2.66,"['snowboarding', 'cooking']",USA,id_251,Louisiana,Junior
Michael Armstrong,22,Male,Marketing,3.71,"['glassblowing', 'painting']",Canada,id_252,Saskatchewan,Sophomore
Joseph Dunn,24,Male,Computer Engineering,2.9699999999999998,"['geocaching', 'skiing']",USA,id_253,Missouri,Freshman
Jennifer Richardson,24,Female,Anthropology,2.54,"['puzzle solving', 'fishing']",USA,id_254,Oregon,Freshman
Jonathan Evans,19,Male,Philosophy,3.55,"['rock climbing', 'ice skating']",Canada,id_255,Ontario,Freshman
Patricia Oconnor,22,Female,Mechanical Engineering,3.41,"['pottery', 'beekeeping']",Canada,id_256,Alberta,Senior
Jacob Howard,22,Male,Industrial Design,3.33,"['yoga', 'meditation']",Canada,id_257,Ontario,Senior
Laurie Malone,20,Female,Classics,2.46,"['music', 'podcasting']",Canada,id_258,Quebec,Senior
David Hodges,20,Male,Architecture,2.73,"['web development', 'archery']",USA,id_259,New Jersey,Sophomore
Jerry Olson,24,Male,Culinary Arts,2.9699999999999998,"['bird training', 'graphic design']",Canada,id_260,Manitoba,Junior
Daniel Pham,21,Male,Mechanical Engineering,4.0,"['archery', 'LARPing']",Canada,id_261,Ontario,Senior
William Harvey,19,Male,Physics,2.96,"['mountain biking', 'beekeeping']",Canada,id_262,Ontario,Junior
Elizabeth Hogan,24,Female,Veterinary Science,3.41,"['photography', 'podcasting']",USA,id_263,South Carolina,Sophomore
Lindsey Arnold,23,Female,Economics,3.75,"['jogging', 'LARPing']",USA,id_264,California,Freshman
Melissa Guerra,19,Female,Philosophy,2.87,"['painting', 'origami']",Canada,id_265,Saskatchewan,Sophomore
Timothy Bennett,18,Male,Anthropology,2.55,"['zumba', 'jewelry making']",USA,id_266,Mississippi,Senior
Andrea Lynn,22,Female,Veterinary Science,2.47,"['yoga', 'animal rescue']",Canada,id_267,Ontario,Freshman
Patricia Jensen,22,Female,Hospitality Management,3.38,"['fitness training', 'snowboarding']",USA,id_268,Massachusetts,Junior
Amanda Porter,21,Female,Film Studies,2.65,"['collecting (e.g., stamps, coins, comic books)', 'spelunking']",Canada,id_269,Ontario,Sophomore
Jeffery Goodman,20,Male,Geography,2.7,"['skateboarding', 'horseback riding']",Canada,id_270,Ontario,Junior
Jose Adams,24,Male,Archaeology,2.27,"['archery', 'geocaching']",Canada,id_271,British Columbia,Freshman
Christopher Mosley,21,Male,Journalism,4.17,"['tarot reading', 'rock climbing']",Canada,id_272,Ontario,Junior
Teresa Howard MD,20,Female,Forensic Science,3.15,"['drawing', 'fencing']",USA,id_273,Montana,Freshman
Cassandra Leon,22,Female,Dance,3.3,"['freerunning', 'soap making']",USA,id_274,South Dakota,Junior
Joseph Jones,19,Male,Dance,3.08,"['collecting (e.g., stamps, coins, comic books)', 'beekeeping']",Canada,id_275,Nova Scotia,Senior
Jessica Webster,22,Female,Social Work,3.89,"['acting', 'glassblowing']",USA,id_276,Pennsylvania,Sophomore
Marcus Benton,22,Male,Geology,2.98,"['writing', 'jewelry making']",Canada,id_277,Nova Scotia,Sophomore
Angela Harrison,18,Female,Art History,3.17,"['skiing', 'origami']",USA,id_278,Alabama,Freshman
Amanda Hudson,23,Female,Health Science,4.23,"['traveling', 'astrology']",Canada,id_279,British Columbia,Junior
Tina Bender,23,Female,Public Health,2.63,"['card games', 'camping']",USA,id_280,Nevada,Junior
Ms. Sandra Smith,20,Female,Dance,2.43,"['kayaking', 'water polo']",USA,id_281,New York,Senior
Maria George,19,Female,Computer Engineering,2.92,"['web development', 'metal detecting']",Canada,id_282,Manitoba,Junior
Lori Kennedy,19,Female,Microbiology,2.86,"['astronomy', 'parkour']",USA,id_283,Florida,Sophomore
Brandon Hamilton,22,Male,Architecture,3.7,"['painting', 'poetry']",Canada,id_284,Ontario,Senior
Stephanie Schaefer,24,Female,Geology,3.84,"['martial arts', 'yoga']",Canada,id_285,Ontario,Freshman
Kevin Paul,20,Male,Chemical Engineering,3.8,"['jewelry making', 'pottery']",Canada,id_286,Alberta,Sophomore
Jessica Forbes,22,Female,Forensic Science,3.18,"['scuba diving', 'beekeeping']",USA,id_287,Texas,Senior
Stanley Baker,19,Male,International Relations,2.62,"['callisthenics', 'playing musical instruments']",Canada,id_288,Quebec,Freshman
James Mcdonald,21,Male,Sociology,3.7199999999999998,"['urban exploration', 'programming']",USA,id_289,Florida,Sophomore
Tiffany Jones,24,Female,Art History,2.37,"['board games', 'mountain biking']",USA,id_290,Idaho,Junior
Brittany Mcfarland,24,Female,Marketing,3.52,"['scuba diving', 'roller skating']",USA,id_291,Alabama,Junior
Victoria Estrada,21,Female,Linguistics,3.98,"['rock climbing', 'skydiving']",USA,id_292,Indiana,Junior
Peter Williams,22,Male,Geography,3.7199999999999998,"['metal detecting', 'podcasting']",USA,id_293,Colorado,Senior
Andrew Gibson,22,Male,Psychology,3.25,"['candle making', 'fencing']",Canada,id_294,Ontario,Sophomore
Caitlin Leon,23,Female,Linguistics,2.36,"['photography', 'numismatics']",USA,id_295,Louisiana,Junior
Peter Ross,24,Male,Information Systems,2.61,"['woodworking', 'cycling']",Canada,id_296,Quebec,Junior
Keith Walker,23,Male,Journalism,4.16,"['pottery', 'homebrewing']",USA,id_297,Arizona,Freshman
Rachel Chen,19,Female,Marine Biology,2.42,"['gaming', 'singing']",USA,id_298,North Carolina,Junior
Lisa Miller,20,Female,Political Science,3.33,"['upcycling', 'digital art']",USA,id_299,Arizona,Senior
Jerome Medina,18,Male,Information Systems,3.31,"['astronomy', 'freerunning']",USA,id_300,South Carolina,Senior
Lisa Montoya,19,Female,Industrial Design,2.51,"['DIY projects', 'leatherworking']",Canada,id_301,Alberta,Junior
Keith Wilson,21,Male,Film Studies,4.01,"['spelunking', 'astrology']",USA,id_302,Arizona,Freshman
Gabrielle Summers,22,Female,Journalism,2.66,"['jogging', 'spelunking']",USA,id_303,Virginia,Sophomore
Mike Mcintosh,23,Male,Kinesiology,2.84,"['pottery', 'camping']",USA,id_304,North Carolina,Sophomore
Casey White,23,Female,Biomedical Engineering,2.67,"['magic', 'philanthropy']",Canada,id_305,British Columbia,Sophomore
Christian Rangel,20,Male,Molecular Biology,3.15,"['urban exploration', 'roller skating']",USA,id_306,Florida,Junior
Roy Chavez,21,Male,Botany,2.26,"['pottery', 'singing']",USA,id_307,Pennsylvania,Junior
Nicole Medina,20,Female,Computer Engineering,3.48,"['fitness training', 'magic']",USA,id_308,North Carolina,Senior
Joshua Ballard,21,Male,Forensic Science,3.61,"['geocaching', 'traveling']",USA,id_309,Wisconsin,Senior
Adriana Hall MD,18,Female,Dentistry,4.19,"['poetry', 'music']",Canada,id_310,Ontario,Sophomore
Tyler Copeland,22,Male,Mathematics,2.74,"['skateboarding', 'collecting (e.g., stamps, coins, comic books)']",USA,id_311,Minnesota,Senior
Paige Carter,24,Female,Social Work,2.84,"['dodgeball', 'gardening']",Canada,id_312,British Columbia,Senior
Thomas Manning,19,Male,Business Administration,3.34,"['animation', 'woodworking']",Canada,id_313,British Columbia,Senior
Sherri Holloway,20,Female,Geography,3.5700000000000003,"['painting', 'metal detecting']",USA,id_314,Georgia,Junior
Michael Scott,24,Male,Classics,3.32,"['dancing', 'philately']",Canada,id_315,Nova Scotia,Sophomore
Danielle Kline,18,Female,Communication,3.7,"['dancing', 'candle making']",USA,id_316,Iowa,Sophomore
Danielle Miranda,18,Female,Earth Science,3.35,"['DIY projects', 'camping']",USA,id_317,Alabama,Junior
Robin Stone,20,Female,Social Work,3.23,"['archery', 'baking']",USA,id_318,Texas,Junior
Carol Reese,22,Female,Interior Design,3.18,"['astronomy', 'stargazing']",Canada,id_319,Ontario,Junior
Stephanie Carroll,18,Female,Graphic Communication,3.59,"['swimming', 'snorkeling']",USA,id_320,Georgia,Senior
Raymond Mitchell,19,Male,English Literature,2.79,"['disc golf', 'drawing']",Canada,id_321,Nova Scotia,Junior
William Carter,23,Male,Theater,4.03,"['magic', 'LARPing']",Canada,id_322,Quebec,Junior
Cindy Johnson,22,Female,Criminology,3.49,"['video editing', 'gaming']",USA,id_323,North Carolina,Junior
Wendy Yoder MD,21,Female,Kinesiology,3.17,"['skydiving', 'writing']",Canada,id_324,Quebec,Junior
Wendy Jones,24,Female,Industrial Design,3.2,"['web development', 'playing musical instruments']",Canada,id_325,Alberta,Sophomore
Joseph Lester,18,Male,Information Systems,3.15,"['snowboarding', 'meditation']",USA,id_326,Pennsylvania,Freshman
Bailey Elliott,20,Female,Marine Biology,2.87,"['ice skating', 'kickboxing']",USA,id_327,Hawaii,Freshman
Trevor Robertson,19,Male,Electrical Engineering,2.61,"['gaming', 'dancing']",USA,id_328,Tennessee,Senior
Nichole Hunt,18,Female,Art History,3.21,"['acting', 'makeup artistry']",Canada,id_329,Ontario,Junior
Steve Olsen,18,Male,Psychology,3.0,"['geocaching', 'freerunning']",USA,id_330,New Jersey,Junior
Kenneth Wilson,18,Male,Political Science,2.38,"['bird training', 'upcycling']",USA,id_331,Texas,Senior
Jessica Rodriguez,20,Female,Botany,2.22,"['fishing', 'kickboxing']",Canada,id_332,Saskatchewan,Senior
Thomas Morgan,22,Male,Computer Engineering,3.0,"['tai chi', 'magic']",Canada,id_333,Quebec,Senior
Dr. Raymond Beltran,22,Male,International Relations,4.05,"['spelunking', 'bird training']",Canada,id_334,Saskatchewan,Junior
Russell Hernandez,22,Male,Social Work,2.85,"['camping', 'surfing']",USA,id_335,Louisiana,Freshman
Jenna Johnson,20,Female,Accounting,3.36,"['surfing', 'cycling']",USA,id_336,California,Junior
Jaclyn Hopkins,20,Female,Chemical Engineering,2.26,"['traveling', 'astrology']",USA,id_337,Arizona,Freshman
Charles Brown,22,Male,Anthropology,3.87,"['bird training', 'drawing']",USA,id_338,Vermont,Junior
Albert Everett,21,Male,Accounting,3.88,"['dancing', 'digital art']",USA,id_339,Illinois,Junior
Kathleen Ortiz,24,Female,Art History,2.81,"['windsurfing', 'board games']",Canada,id_340,Nova Scotia,Sophomore
Sharon Wallace,24,Female,Early Childhood Education,4.24,"['volunteering', 'fencing']",Canada,id_341,Ontario,Junior
Jacqueline Hernandez,24,Female,Marine Biology,3.14,"['kayaking', 'stargazing']",Canada,id_342,Ontario,Sophomore
Brittney Moore,23,Female,Fashion Design,2.77,"['swimming', 'biking']",Canada,id_343,Alberta,Senior
Christie Campbell,23,Female,Management,2.91,"['stand-up comedy', 'disc golf']",USA,id_344,Massachusetts,Junior
Spencer Randolph,18,Male,Dance,3.73,"['stargazing', 'origami']",Canada,id_345,Nova Scotia,Senior
Karen Franklin,22,Female,Meteorology,3.3,"['tarot reading', 'graphic design']",Canada,id_346,Quebec,Sophomore
Shannon Salinas,24,Female,History,2.94,"['board games', 'wine tasting']",USA,id_347,Utah,Junior
William Bradford,21,Male,Aerospace Engineering,2.8200000000000003,"['rock climbing', 'stargazing']",Canada,id_348,Ontario,Sophomore
Michael Wilson,22,Male,Biology,2.26,"['fashion design', 'podcasting']",USA,id_349,Washington,Senior
Alison Rivers,23,Female,Graphic Communication,2.69,"['philately', 'reading']",USA,id_350,California,Sophomore
Angela Moore,21,Female,Chemical Engineering,3.92,"['birdwatching', 'martial arts']",Canada,id_351,Quebec,Senior
Scott Kennedy,19,Male,Industrial Design,3.7,"['tai chi', 'kickboxing']",Canada,id_352,Ontario,Sophomore
Kimberly Odonnell,24,Female,Meteorology,2.41,"['yoga', 'jewelry making']",Canada,id_353,Quebec,Senior
Philip Ramirez,20,Male,Linguistics,4.18,"['weightlifting', 'poetry']",Canada,id_354,British Columbia,Senior
Deanna Black,20,Female,Microbiology,4.02,"['camping', 'board games']",Canada,id_355,Alberta,Junior
David Hensley,21,Male,Journalism,2.95,"['cosplay', 'bird training']",Canada,id_356,Alberta,Freshman
Lindsay Wood,20,Female,Botany,2.19,"['surfing', 'kickboxing']",Canada,id_357,Alberta,Senior
Matthew Aguirre,19,Male,Nutrition Science,4.27,"['weightlifting', 'yoga']",Canada,id_358,Ontario,Junior
Andre Bolton,22,Male,Dance,3.14,"['fashion design', 'numismatics']",USA,id_359,Florida,Senior
Alexander King,18,Male,English Literature,4.29,"['puzzle solving', 'fashion design']",Canada,id_360,Quebec,Senior
Katrina Allen,21,Female,English Literature,2.8200000000000003,"['calligraphy', 'scrapbooking']",Canada,id_361,Quebec,Senior
Chelsea Peterson,20,Female,English Literature,3.07,"['cycling', 'photography']",USA,id_362,California,Sophomore
Brendan Perez,19,Male,Graphic Design,3.39,"['baking', 'weightlifting']",Canada,id_363,Alberta,Senior
Vanessa Ali,21,Female,Art Therapy,3.13,"['fitness training', 'playing musical instruments']",USA,id_364,Massachusetts,Freshman
Tiffany Burns,19,Female,Meteorology,3.89,"['swimming', 'vlogging']",USA,id_365,California,Sophomore
Matthew Williams,21,Male,Dentistry,2.63,"['card games', 'rafting']",Canada,id_366,Quebec,Sophomore
Miguel Rogers,19,Male,Civil Engineering,2.7800000000000002,"['flying planes', 'kayaking']",USA,id_367,Pennsylvania,Senior
Sonya Woodard,19,Female,Public Health,2.37,"['gardening', 'cooking']",Canada,id_368,Alberta,Freshman
Brenda Jones,24,Female,Mathematics,2.67,"['yoga', 'stone carving']",USA,id_369,Nebraska,Junior
Stephanie Taylor,20,Female,Marine Biology,3.35,"['stargazing', 'stand-up comedy']",Canada,id_370,Alberta,Junior
Melanie Newman,20,Female,Dance,2.49,"['video editing', 'leatherworking']",USA,id_371,Ohio,Freshman
Sarah Flores,20,Female,Communication,2.58,"['numismatics', 'meditation']",USA,id_372,North Carolina,Sophomore
Thomas Parker,24,Male,Fashion Design,4.01,"['skiing', 'bird watching']",Canada,id_373,Quebec,Senior
Michael Patel,22,Male,Management,3.34,"['stone carving', 'freerunning']",USA,id_374,Florida,Freshman
Tammy Moore,19,Female,Forensic Science,2.65,"['painting', 'photography']",Canada,id_375,New Brunswick,Freshman
Dawn Cunningham,21,Female,Marine Biology,3.05,"['writing', 'gaming']",Canada,id_376,New Brunswick,Sophomore
Ashley Hines,18,Female,Nutrition Science,3.6,"['LARPing', 'animation']",Canada,id_377,Alberta,Sophomore
Victoria Garcia,21,Female,Interior Design,4.11,"['tai chi', 'web development']",Canada,id_378,Ontario,Senior
Lindsey Shepard,22,Female,Physics,3.43,"['skateboarding', 'model building']",USA,id_379,South Carolina,Sophomore
Olivia Maldonado,19,Female,Anthropology,2.85,"['kayaking', 'flying planes']",Canada,id_380,Ontario,Freshman
Charles Mckee,22,Male,Interior Design,3.56,"['snowboarding', 'origami']",Canada,id_381,British Columbia,Freshman
Robert Rodriguez,23,Male,Music,3.93,"['philanthropy', 'drone piloting']",Canada,id_382,Alberta,Freshman
Angela Gordon,20,Female,Economics,2.5,"['poetry', 'jogging']",USA,id_383,Tennessee,Senior
Samuel Leach,22,Male,Aerospace Engineering,2.85,"['astrology', 'dancing']",USA,id_384,Georgia,Freshman
Patrick Vega,23,Male,History,3.93,"['handball', 'animation']",USA,id_385,New Jersey,Freshman
Larry Parker,19,Male,Linguistics,4.25,"['foraging', 'martial arts']",USA,id_386,Massachusetts,Senior
Valerie Wright,23,Female,Meteorology,2.44,"['table tennis', 'skydiving']",Canada,id_387,Ontario,Senior
Christopher Pearson,18,Male,Communication,2.46,"['scrapbooking', 'photography']",USA,id_388,Georgia,Junior
Rachel Martinez,18,Female,Ecology,2.76,"['makeup artistry', 'podcasting']",USA,id_389,Pennsylvania,Sophomore
Megan Wright,21,Female,Neuroscience,3.74,"['scrapbooking', 'freerunning']",Canada,id_390,Ontario,Senior
Leah Thomas,23,Female,Meteorology,3.7199999999999998,"['magic', 'board games']",Canada,id_391,Ontario,Junior
Albert Wilson,22,Male,Anthropology,3.21,"['playing musical instruments', 'DIY projects']",Canada,id_392,Ontario,Freshman
Lindsey Valenzuela,19,Female,International Relations,2.09,"['model building', 'stone carving']",Canada,id_393,Alberta,Senior
Holly Hampton,22,Female,Interior Design,2.91,"['disc golf', 'gaming']",Canada,id_394,Ontario,Freshman
Caitlin Ryan,22,Female,Dance,2.74,"['weightlifting', 'foraging']",Canada,id_395,Manitoba,Sophomore
Holly Kerr,22,Female,Art History,2.65,"['weightlifting', 'makeup artistry']",USA,id_396,Ohio,Senior
Michael Bailey,20,Male,Theater,2.39,"['jewelry making', 'tarot reading']",Canada,id_397,Ontario,Sophomore
Derrick Sims,21,Male,Nuclear Engineering,3.06,"['cooking', 'fencing']",Canada,id_398,Ontario,Freshman
Vincent Zamora,21,Male,Fashion Design,2.37,"['numismatics', 'board games']",USA,id_399,New York,Freshman
Alicia Johnson,18,Female,Nutrition Science,2.21,"['model building', 'dancing']",Canada,id_400,Ontario,Sophomore
Carolyn Gordon,24,Female,Film Studies,3.05,"['music', 'jogging']",Canada,id_401,Ontario,Freshman
Mary Figueroa,24,Female,Molecular Biology,3.67,"['cooking', 'numismatics']",USA,id_402,Massachusetts,Senior
Joseph Cabrera MD,22,Male,Biomedical Engineering,2.95,"['roller skating', 'parkour']",USA,id_403,Colorado,Junior
Allison Rosario,22,Female,Nursing,2.08,"['soap making', 'web development']",Canada,id_404,Alberta,Junior
Jack Mitchell,22,Male,Nuclear Engineering,3.23,"['sports', 'traveling']",Canada,id_405,Quebec,Junior
Christina Montes,23,Female,Veterinary Science,2.7800000000000002,"['singing', 'scuba diving']",USA,id_406,Illinois,Sophomore
Sarah Murphy,23,Female,Architecture,3.08,"['snowboarding', 'birdwatching']",USA,id_407,Nevada,Freshman
Victoria Williams,23,Female,International Relations,2.49,"['drawing', 'collecting (e.g., stamps, coins, comic books)']",USA,id_408,New York,Freshman
Jennifer Jones,22,Female,History,3.15,"['stone carving', 'DIY projects']",Canada,id_409,British Columbia,Junior
Jessica Hill,23,Female,Civil Engineering,3.9,"['vlogging', 'kayaking']",USA,id_410,Florida,Sophomore
David Myers,22,Male,Marketing,2.7199999999999998,"['disc golf', 'puzzle solving']",Canada,id_411,British Columbia,Sophomore
Shannon Smith,19,Female,Early Childhood Education,3.65,"['kayaking', 'philately']",Canada,id_412,Quebec,Freshman
Yolanda Alvarez,19,Female,Ecology,2.59,"['baking', 'archery']",Canada,id_413,British Columbia,Sophomore
Christopher Buck,22,Male,Civil Engineering,3.18,"['writing', 'martial arts']",Canada,id_414,Ontario,Junior
Krystal Thomas,21,Female,Geography,3.02,"['poetry', 'kayaking']",USA,id_415,Delaware,Freshman
Ryan Martinez,24,Male,Geography,3.41,"['fencing', 'collecting (e.g., stamps, coins, comic books)']",Canada,id_416,Quebec,Sophomore
Victoria Garcia,23,Female,Veterinary Science,3.55,"['homebrewing', 'hiking']",USA,id_417,New York,Junior
Stephen Dillon,22,Male,Political Science,3.06,"['poetry', 'water polo']",Canada,id_418,British Columbia,Freshman
Erica Clark,22,Female,Nursing,3.01,"['drone piloting', 'numismatics']",Canada,id_419,Alberta,Sophomore
Jennifer Hancock,19,Female,Classics,3.52,"['reading', 'freerunning']",Canada,id_420,Alberta,Sophomore
Shannon Cross,20,Female,Elementary Education,3.25,"['board games', 'snorkeling']",Canada,id_421,Alberta,Sophomore
Stephanie Mitchell,23,Female,Environmental Science,2.66,"['pottery', 'gardening']",Canada,id_422,Quebec,Sophomore
Shawn Kennedy,24,Male,Forensic Science,2.52,"['volunteering', 'yoga']",USA,id_423,New York,Sophomore
Tracy Nguyen,18,Female,Aerospace Engineering,3.18,"['knitting', 'baking']",USA,id_424,Illinois,Sophomore
